HomeTeam,AwayTeam,FTR
Portsmouth,'Man City',A
Blackburn,Wolves,H
Liverpool,Burnley,H
'Man City',Arsenal,H
Portsmouth,Bolton,A
Stoke,Chelsea,A
Sunderland,Hull,H
Tottenham,'Man United',A
Wigan,'West Ham',H
Birmingham,'Aston Villa',A
Fulham,Everton,H
Arsenal,Wigan,H
'Aston Villa',Portsmouth,H
Bolton,Stoke,D
Burnley,Sunderland,H
Hull,Birmingham,A
'West Ham',Liverpool,A
Chelsea,Tottenham,H
Everton,Blackburn,H
'Man United','Man City',H
Wolves,Fulham,H
Birmingham,Bolton,A
Blackburn,'Aston Villa',H
Fulham,Arsenal,A
Liverpool,Hull,H
Portsmouth,Everton,A
Stoke,'Man United',A
Tottenham,Burnley,H
Wigan,Chelsea,H
Sunderland,Wolves,H
'Man City','West Ham',H
Bolton,Tottenham,D
Burnley,Birmingham,H
Hull,Wigan,H
'Man United',Sunderland,D
Wolves,Portsmouth,A
Arsenal,Blackburn,H
Chelsea,Liverpool,H
Everton,Stoke,D
'West Ham',Fulham,D
'Aston Villa','Man City',D
Arsenal,Birmingham,H
'Aston Villa',Chelsea,H
Everton,Wolves,D
'Man United',Bolton,H
Portsmouth,Tottenham,A
Stoke,'West Ham',H
Sunderland,Liverpool,H
Blackburn,Burnley,H
Wigan,'Man City',D
Fulham,Hull,H
Birmingham,Sunderland,H
Burnley,Wigan,A
Chelsea,Blackburn,H
Hull,Portsmouth,D
Tottenham,Stoke,A
Wolves,'Aston Villa',D
Bolton,Everton,H
Liverpool,'Man United',H
'Man City',Fulham,D
'West Ham',Arsenal,D
Arsenal,Tottenham,H
Bolton,Chelsea,A
Burnley,Hull,H
Everton,'Aston Villa',D
Fulham,Liverpool,H
'Man United',Blackburn,H
Portsmouth,Wigan,H
Stoke,Wolves,D
Sunderland,'West Ham',D
Birmingham,'Man City',D
'West Ham','Aston Villa',H
'Aston Villa',Bolton,H
Blackburn,Portsmouth,H
'Man City',Burnley,D
Tottenham,Sunderland,H
Wolves,Arsenal,A
Chelsea,'Man United',H
Hull,Stoke,H
'West Ham',Everton,A
Wigan,Fulham,D
Liverpool,Birmingham,D
Birmingham,Fulham,H
Burnley,'Aston Villa',D
Chelsea,Wolves,H
Hull,'West Ham',D
Liverpool,'Man City',D
'Man United',Everton,H
Sunderland,Arsenal,H
Bolton,Blackburn,A
Stoke,Portsmouth,H
Tottenham,Wigan,H
Fulham,Blackburn,H
Hull,Everton,H
'Aston Villa',Tottenham,D
Blackburn,Stoke,D
Fulham,Bolton,D
'Man City',Hull,D
Portsmouth,'Man United',A
'West Ham',Burnley,H
Wigan,Sunderland,H
Arsenal,Chelsea,A
Everton,Liverpool,A
Wolves,Birmingham,A
Arsenal,Stoke,H
'Aston Villa',Hull,H
Blackburn,Liverpool,D
'Man City',Chelsea,H
Portsmouth,Burnley,H
'West Ham','Man United',A
Wigan,Birmingham,A
Wolves,Bolton,H
Everton,Tottenham,D
Fulham,Sunderland,H
Birmingham,'West Ham',H
Bolton,'Man City',D
Burnley,Fulham,D
Chelsea,Everton,D
Hull,Blackburn,D
'Man United','Aston Villa',A
Stoke,Wigan,D
Sunderland,Portsmouth,D
Tottenham,Wolves,A
Liverpool,Arsenal,A
Birmingham,Blackburn,H
Bolton,'West Ham',H
'Man United',Wolves,H
Sunderland,'Aston Villa',A
Burnley,Arsenal,D
Chelsea,Portsmouth,H
Liverpool,Wigan,H
Tottenham,'Man City',H
Arsenal,Hull,H
'Aston Villa',Stoke,H
Blackburn,Tottenham,A
Fulham,'Man United',H
'Man City',Sunderland,H
Portsmouth,Liverpool,H
Everton,Birmingham,D
'West Ham',Chelsea,D
Wolves,Burnley,H
Birmingham,Chelsea,D
Burnley,Bolton,D
Fulham,Tottenham,D
Liverpool,Wolves,H
'Man City',Stoke,H
Sunderland,Everton,D
'West Ham',Portsmouth,H
Wigan,Blackburn,D
Arsenal,'Aston Villa',H
Hull,'Man United',A
Blackburn,Sunderland,D
Chelsea,Fulham,H
Everton,Burnley,H
Stoke,Birmingham,A
Tottenham,'West Ham',H
Wolves,'Man City',A
'Aston Villa',Liverpool,A
Bolton,Hull,D
'Man United',Wigan,H
Portsmouth,Arsenal,A
Stoke,Fulham,H
Arsenal,Everton,D
Birmingham,'Man United',D
'Man City',Blackburn,H
Chelsea,Sunderland,H
Everton,'Man City',H
'Man United',Burnley,H
Stoke,Liverpool,D
Tottenham,Hull,D
Wolves,Wigan,A
'Aston Villa','West Ham',D
Blackburn,Fulham,H
Bolton,Arsenal,A
Arsenal,Bolton,H
Liverpool,Tottenham,H
'Man United',Hull,H
Bolton,Burnley,H
Portsmouth,'West Ham',D
Tottenham,Fulham,H
Wolves,Liverpool,D
'Aston Villa',Arsenal,D
Blackburn,Wigan,H
Chelsea,Birmingham,H
Everton,Sunderland,H
Birmingham,Tottenham,D
Burnley,Chelsea,A
Fulham,'Aston Villa',A
Hull,Wolves,D
Liverpool,Bolton,H
'West Ham',Blackburn,D
Wigan,Everton,A
Arsenal,'Man United',A
'Man City',Portsmouth,H
Sunderland,Stoke,D
Hull,Chelsea,D
Fulham,Portsmouth,H
Bolton,Fulham,D
Burnley,'West Ham',H
Hull,'Man City',H
Liverpool,Everton,H
'Man United',Portsmouth,H
Stoke,Blackburn,H
Sunderland,Wigan,D
Tottenham,'Aston Villa',D
Birmingham,Wolves,H
Chelsea,Arsenal,H
Fulham,Burnley,H
'Man City',Bolton,H
Portsmouth,Sunderland,D
Wigan,Stoke,D
Arsenal,Liverpool,H
'Aston Villa','Man United',D
Blackburn,Hull,H
Everton,Chelsea,H
'West Ham',Birmingham,H
Wolves,Tottenham,H
Stoke,'Man City',D
Wigan,Bolton,D
Arsenal,Sunderland,H
Everton,'Man United',H
Portsmouth,Stoke,A
'West Ham',Hull,H
Wolves,Chelsea,A
'Aston Villa',Burnley,H
Blackburn,Bolton,H
Fulham,Birmingham,H
'Man City',Liverpool,D
Wigan,Tottenham,A
'Man United','West Ham',H
Birmingham,Wigan,H
Bolton,Wolves,H
Burnley,Portsmouth,A
Chelsea,'Man City',A
Stoke,Arsenal,A
Liverpool,Blackburn,H
Sunderland,Fulham,D
Tottenham,Everton,H
Arsenal,Burnley,H
'West Ham',Bolton,A
Wolves,'Man United',A
Everton,Hull,H
Wigan,Liverpool,H
Portsmouth,Birmingham,A
Sunderland,Bolton,H
Burnley,Stoke,D
Birmingham,Everton,D
Bolton,Wigan,H
Burnley,Wolves,A
Chelsea,'West Ham',H
Hull,Arsenal,A
Stoke,'Aston Villa',D
Tottenham,Blackburn,H
'Man United',Fulham,H
Sunderland,'Man City',D
Liverpool,Portsmouth,H
Wigan,'Aston Villa',A
Arsenal,'West Ham',H
'Aston Villa',Wolves,D
Everton,Bolton,H
Portsmouth,Hull,H
Stoke,Tottenham,A
Sunderland,Birmingham,H
Wigan,Burnley,H
Blackburn,Chelsea,D
Fulham,'Man City',A
'Man United',Liverpool,H
'West Ham',Wolves,A
'Aston Villa',Sunderland,D
Blackburn,Birmingham,H
'Man City',Everton,A
Portsmouth,Chelsea,A
Birmingham,Arsenal,D
Bolton,'Man United',A
Chelsea,'Aston Villa',H
Hull,Fulham,H
Tottenham,Portsmouth,H
'West Ham',Stoke,A
Wolves,Everton,D
Burnley,Blackburn,A
Liverpool,Sunderland,H
'Man City',Wigan,H
Arsenal,Wolves,H
Bolton,'Aston Villa',A
Burnley,'Man City',A
'Man United',Chelsea,A
Portsmouth,Blackburn,D
Stoke,Hull,H
Sunderland,Tottenham,H
Birmingham,Liverpool,D
Everton,'West Ham',D
Fulham,Wigan,H
Hull,Burnley,A
'West Ham',Sunderland,H
Blackburn,'Man United',D
Liverpool,Fulham,D
'Man City',Birmingham,H
Wolves,Stoke,D
Chelsea,Bolton,H
'Aston Villa',Everton,D
Tottenham,Arsenal,H
Wigan,Portsmouth,D
Birmingham,Hull,D
Blackburn,Everton,A
Fulham,Wolves,D
'Man City','Man United',A
Stoke,Bolton,A
Sunderland,Burnley,H
Tottenham,Chelsea,H
Portsmouth,'Aston Villa',A
Wigan,Arsenal,H
Liverpool,'West Ham',H
Hull,'Aston Villa',A
Arsenal,'Man City',D
Bolton,Portsmouth,D
Hull,Sunderland,A
'Man United',Tottenham,H
'West Ham',Wigan,H
Wolves,Blackburn,D
'Aston Villa',Birmingham,H
Burnley,Liverpool,A
Chelsea,Stoke,H
Everton,Fulham,H
Birmingham,Burnley,H
'Man City','Aston Villa',H
Portsmouth,Wolves,H
Stoke,Everton,D
Tottenham,Bolton,H
Fulham,'West Ham',H
Liverpool,Chelsea,A
Sunderland,'Man United',A
Blackburn,Arsenal,H
Wigan,Hull,D
Fulham,Stoke,A
'Man City',Tottenham,A
Arsenal,Fulham,H
'Aston Villa',Blackburn,A
Bolton,Birmingham,H
Burnley,Tottenham,H
Chelsea,Wigan,H
Everton,Portsmouth,H
Hull,Liverpool,D
'Man United',Stoke,H
'West Ham','Man City',D
Wolves,Sunderland,H
'Aston Villa','West Ham',H
Blackburn,Everton,H
Bolton,Fulham,D
Chelsea,'West Brom',H
Sunderland,Birmingham,D
Tottenham,'Man City',D
Wigan,Blackpool,A
Wolves,Stoke,H
Liverpool,Arsenal,D
'Man United',Newcastle,H
Arsenal,Blackpool,H
Birmingham,Blackburn,H
Everton,Wolves,D
Stoke,Tottenham,A
'West Brom',Sunderland,H
'West Ham',Bolton,A
Wigan,Chelsea,A
Fulham,'Man United',D
Newcastle,'Aston Villa',H
'Man City',Liverpool,H
Blackburn,Arsenal,A
Blackpool,Fulham,D
Chelsea,Stoke,H
'Man United','West Ham',H
Tottenham,Wigan,A
Wolves,Newcastle,D
'Aston Villa',Everton,H
Bolton,Birmingham,D
Liverpool,'West Brom',H
Sunderland,'Man City',H
Arsenal,Bolton,H
Everton,'Man United',D
Fulham,Wolves,H
'Man City',Blackburn,D
Newcastle,Blackpool,A
'West Brom',Tottenham,D
'West Ham',Chelsea,A
Wigan,Sunderland,D
Birmingham,Liverpool,D
Stoke,'Aston Villa',H
'Aston Villa',Bolton,D
Blackburn,Fulham,D
Everton,Newcastle,A
Stoke,'West Ham',D
Sunderland,Arsenal,D
Tottenham,Wolves,H
'West Brom',Birmingham,H
Chelsea,Blackpool,H
'Man United',Liverpool,H
Wigan,'Man City',A
Arsenal,'West Brom',A
Birmingham,Wigan,D
Blackpool,Blackburn,A
Fulham,Everton,D
Liverpool,Sunderland,D
'Man City',Chelsea,H
'West Ham',Tottenham,H
Bolton,'Man United',D
Newcastle,Stoke,A
Wolves,'Aston Villa',A
Birmingham,Everton,A
Stoke,Blackburn,H
Sunderland,'Man United',D
Tottenham,'Aston Villa',H
'West Brom',Bolton,D
'West Ham',Fulham,D
Wigan,Wolves,H
Chelsea,Arsenal,H
Liverpool,Blackpool,A
'Man City',Newcastle,H
Arsenal,Birmingham,H
'Aston Villa',Chelsea,D
Bolton,Stoke,H
Fulham,Tottenham,A
'Man United','West Brom',D
Newcastle,Wigan,D
Wolves,'West Ham',D
Blackpool,'Man City',A
Everton,Liverpool,H
Blackburn,Sunderland,D
Birmingham,Blackpool,H
Chelsea,Wolves,H
Sunderland,'Aston Villa',H
Tottenham,Everton,D
'West Brom',Fulham,H
'West Ham',Newcastle,A
Wigan,Bolton,D
Liverpool,Blackburn,H
'Man City',Arsenal,A
Stoke,'Man United',A
Arsenal,'West Ham',H
Blackburn,Chelsea,A
Everton,Stoke,H
Fulham,Wigan,H
'Man United',Tottenham,H
Wolves,'Man City',H
'Aston Villa',Birmingham,D
Bolton,Liverpool,A
Newcastle,Sunderland,H
Blackpool,'West Brom',H
Birmingham,'West Ham',D
Blackburn,Wigan,H
Blackpool,Everton,D
Bolton,Tottenham,H
Fulham,'Aston Villa',D
'Man United',Wolves,H
Sunderland,Stoke,H
Arsenal,Newcastle,A
Liverpool,Chelsea,H
'West Brom','Man City',A
Stoke,Birmingham,H
Tottenham,Sunderland,D
'Aston Villa',Blackpool,H
Chelsea,Fulham,H
Everton,Bolton,D
'Man City','Man United',D
Newcastle,Blackburn,A
'West Ham','West Brom',D
Wigan,Liverpool,D
Wolves,Arsenal,A
'Aston Villa','Man United',D
'Man City',Birmingham,D
Newcastle,Fulham,D
Stoke,Liverpool,H
Tottenham,Blackburn,H
'West Ham',Blackpool,D
Wigan,'West Brom',H
Wolves,Bolton,A
Chelsea,Sunderland,A
Everton,Arsenal,A
Arsenal,Tottenham,A
Birmingham,Chelsea,H
Blackpool,Wolves,H
Bolton,Newcastle,H
Liverpool,'West Ham',H
'Man United',Wigan,H
'West Brom',Stoke,A
Blackburn,'Aston Villa',H
Fulham,'Man City',A
Sunderland,Everton,D
'Aston Villa',Arsenal,A
Bolton,Blackpool,D
Everton,'West Brom',A
Fulham,Birmingham,D
'Man United',Blackburn,H
Stoke,'Man City',D
'West Ham',Wigan,H
Wolves,Sunderland,H
Newcastle,Chelsea,D
Tottenham,Liverpool,H
Arsenal,Fulham,H
Birmingham,Tottenham,D
Blackburn,Wolves,H
Chelsea,Everton,D
'Man City',Bolton,H
Wigan,Stoke,D
Sunderland,'West Ham',H
'West Brom',Newcastle,H
Liverpool,'Aston Villa',H
'Aston Villa','West Brom',H
Everton,Wigan,D
Fulham,Sunderland,D
Newcastle,Liverpool,H
Stoke,Blackpool,A
'West Ham','Man City',A
Bolton,Blackburn,H
Tottenham,Chelsea,D
Wolves,Birmingham,H
'Man United',Arsenal,H
Blackburn,'West Ham',D
Sunderland,Bolton,H
'Man City',Everton,A
'Aston Villa',Tottenham,A
Blackburn,Stoke,A
Bolton,'West Brom',H
Fulham,'West Ham',A
'Man United',Sunderland,H
Newcastle,'Man City',A
Wolves,Wigan,A
Arsenal,Chelsea,H
Birmingham,'Man United',D
'Man City','Aston Villa',H
Stoke,Fulham,A
Sunderland,Blackpool,A
Tottenham,Newcastle,H
'West Brom',Blackburn,A
'West Ham',Everton,D
Chelsea,Bolton,H
Liverpool,Wolves,A
Wigan,Arsenal,D
Birmingham,Arsenal,A
Liverpool,Bolton,H
'Man City',Blackpool,H
Stoke,Everton,H
Sunderland,Blackburn,H
Tottenham,Fulham,H
'West Brom','Man United',A
'West Ham',Wolves,H
Chelsea,'Aston Villa',D
Wigan,Newcastle,A
Blackpool,Birmingham,A
Fulham,'West Brom',H
'Man United',Stoke,H
Arsenal,'Man City',D
'Aston Villa',Sunderland,A
Blackburn,Liverpool,H
Bolton,Wigan,D
Everton,Tottenham,H
Newcastle,'West Ham',H
Wolves,Chelsea,H
Blackpool,Liverpool,H
Chelsea,Blackburn,H
'Man City',Wolves,H
Stoke,Bolton,H
'West Brom',Blackpool,H
'West Ham',Arsenal,A
Wigan,Fulham,D
Birmingham,'Aston Villa',D
Liverpool,Everton,D
Sunderland,Newcastle,D
Tottenham,'Man United',D
Arsenal,Wigan,H
'Aston Villa','Man City',H
Blackpool,Sunderland,A
Everton,'West Ham',D
Fulham,Stoke,H
'Man United',Birmingham,H
Newcastle,Tottenham,D
Wolves,Liverpool,A
Blackburn,'West Brom',H
Bolton,Chelsea,A
Blackpool,'Man United',A
Wigan,'Aston Villa',A
Liverpool,Fulham,H
Arsenal,Everton,H
'Man United','Aston Villa',H
Sunderland,Chelsea,A
'West Brom',Wigan,D
Birmingham,'Man City',D
Blackburn,Tottenham,A
Blackpool,'West Ham',A
Bolton,Wolves,H
Fulham,Newcastle,H
Liverpool,Stoke,H
'Aston Villa',Fulham,D
Everton,Blackpool,H
'Man City','West Brom',H
Newcastle,Arsenal,D
Stoke,Sunderland,H
Tottenham,Bolton,H
Wigan,Blackburn,H
Wolves,'Man United',H
Chelsea,Liverpool,A
'West Ham',Birmingham,A
Arsenal,Wolves,H
Birmingham,Stoke,H
Blackburn,Newcastle,D
Blackpool,'Aston Villa',D
Liverpool,Wigan,D
'Man United','Man City',H
Sunderland,Tottenham,A
'West Brom','West Ham',D
Bolton,Everton,H
Fulham,Chelsea,D
Birmingham,Newcastle,A
'West Brom',Wolves,D
Blackpool,Tottenham,H
Arsenal,Stoke,H
'Aston Villa',Blackburn,H
Everton,Sunderland,H
Newcastle,Bolton,D
Wigan,'Man United',A
Wolves,Blackpool,H
'Man City',Fulham,D
'West Ham',Liverpool,H
Stoke,'West Brom',D
Chelsea,'Man United',H
Arsenal,Sunderland,D
Birmingham,'West Brom',A
Bolton,'Aston Villa',H
Fulham,Blackburn,H
'Man City',Wigan,H
Newcastle,Everton,A
'West Ham',Stoke,H
Liverpool,'Man United',H
Wolves,Tottenham,D
Blackpool,Chelsea,A
Everton,Birmingham,D
'Aston Villa',Wolves,A
Blackburn,Blackpool,D
Everton,Fulham,H
'Man United',Bolton,H
Stoke,Newcastle,H
Tottenham,'West Ham',D
'West Brom',Arsenal,D
Wigan,Birmingham,H
Chelsea,'Man City',H
Sunderland,Liverpool,A
Arsenal,Blackburn,D
Birmingham,Bolton,H
Everton,'Aston Villa',D
Newcastle,Wolves,H
Stoke,Chelsea,D
'West Brom',Liverpool,H
'West Ham','Man United',A
Wigan,Tottenham,D
Fulham,Blackpool,H
'Man City',Sunderland,H
Blackburn,Birmingham,D
Bolton,'West Ham',H
Chelsea,Wigan,H
'Man United',Fulham,H
Sunderland,'West Brom',A
Tottenham,Stoke,H
Wolves,Everton,A
'Aston Villa',Newcastle,H
Blackpool,Arsenal,A
Liverpool,'Man City',H
Birmingham,Sunderland,H
Blackpool,Wigan,A
Everton,Blackburn,H
'West Brom',Chelsea,A
'West Ham','Aston Villa',A
Arsenal,Liverpool,D
Newcastle,'Man United',D
Chelsea,Birmingham,H
Tottenham,Arsenal,D
'Aston Villa',Stoke,D
Blackpool,Newcastle,D
Chelsea,'West Ham',H
Liverpool,Birmingham,H
'Man United',Everton,H
Sunderland,Wigan,H
Tottenham,'West Brom',D
Wolves,Fulham,D
Bolton,Arsenal,H
Blackburn,'Man City',A
Stoke,Wolves,H
Fulham,Bolton,H
Blackburn,Bolton,H
Blackpool,Stoke,D
Chelsea,Tottenham,H
Sunderland,Fulham,A
'West Brom','Aston Villa',H
Wigan,Everton,D
Arsenal,'Man United',H
Birmingham,Wolves,D
Liverpool,Newcastle,H
'Man City','West Ham',H
'Aston Villa',Wigan,D
Bolton,Sunderland,A
Everton,'Man City',H
Newcastle,Birmingham,H
Tottenham,Blackpool,D
'West Ham',Blackburn,D
'Man United',Chelsea,H
Stoke,Arsenal,H
Wolves,'West Brom',H
Fulham,Liverpool,A
'Man City',Tottenham,H
Blackburn,'Man United',D
Blackpool,Bolton,H
Sunderland,Wolves,A
'West Brom',Everton,H
Arsenal,'Aston Villa',A
Birmingham,Fulham,A
Chelsea,Newcastle,D
Liverpool,Tottenham,A
Wigan,'West Ham',H
'Man City',Stoke,H
'Aston Villa',Liverpool,H
Bolton,'Man City',A
Everton,Chelsea,H
Fulham,Arsenal,D
'Man United',Blackpool,H
Newcastle,'West Brom',D
Stoke,Wigan,A
Tottenham,Birmingham,H
'West Ham',Sunderland,A
Wolves,Blackburn,A
Blackburn,Wolves,A
Fulham,'Aston Villa',D
Liverpool,Sunderland,D
Newcastle,Arsenal,D
QPR,Bolton,A
Wigan,Norwich,D
Stoke,Chelsea,D
'West Brom','Man United',A
'Man City',Swansea,H
Arsenal,Liverpool,A
'Aston Villa',Blackburn,H
Chelsea,'West Brom',H
Everton,QPR,A
Sunderland,Newcastle,A
Swansea,Wigan,D
Bolton,'Man City',A
Norwich,Stoke,D
Wolves,Fulham,H
'Man United',Tottenham,H
'Aston Villa',Wolves,D
Blackburn,Everton,A
Chelsea,Norwich,H
Liverpool,Bolton,H
Swansea,Sunderland,D
Wigan,QPR,H
'Man United',Arsenal,H
Newcastle,Fulham,H
Tottenham,'Man City',A
'West Brom',Stoke,A
Arsenal,Swansea,H
Bolton,'Man United',A
Everton,'Aston Villa',D
'Man City',Wigan,H
Stoke,Liverpool,H
Sunderland,Chelsea,A
Wolves,Tottenham,A
Fulham,Blackburn,D
Norwich,'West Brom',A
QPR,Newcastle,D
'Aston Villa',Newcastle,D
Blackburn,Arsenal,H
Bolton,Norwich,A
Everton,Wigan,H
Swansea,'West Brom',H
Wolves,QPR,A
Fulham,'Man City',D
'Man United',Chelsea,H
Sunderland,Stoke,H
Tottenham,Liverpool,H
Arsenal,Bolton,H
Chelsea,Swansea,H
Liverpool,Wolves,H
'Man City',Everton,H
Newcastle,Blackburn,H
Stoke,'Man United',D
'West Brom',Fulham,D
Wigan,Tottenham,A
QPR,'Aston Villa',D
Norwich,Sunderland,H
'Aston Villa',Wigan,H
Blackburn,'Man City',A
Everton,Liverpool,A
'Man United',Norwich,H
Sunderland,'West Brom',D
Wolves,Newcastle,A
Bolton,Chelsea,A
Fulham,QPR,H
Swansea,Stoke,H
Tottenham,Arsenal,H
Chelsea,Everton,H
Liverpool,'Man United',D
'Man City','Aston Villa',H
Norwich,Swansea,H
QPR,Blackburn,D
Stoke,Fulham,H
Wigan,Bolton,A
Arsenal,Sunderland,H
Newcastle,Tottenham,D
'West Brom',Wolves,H
'Aston Villa','West Brom',A
Bolton,Sunderland,A
Liverpool,Norwich,D
Newcastle,Wigan,H
Wolves,Swansea,D
Arsenal,Stoke,H
Blackburn,Tottenham,A
Fulham,Everton,A
'Man United','Man City',A
QPR,Chelsea,H
Chelsea,Arsenal,A
Everton,'Man United',A
'Man City',Wolves,H
Norwich,Blackburn,D
Sunderland,'Aston Villa',D
Swansea,Bolton,H
'West Brom',Liverpool,A
Wigan,Fulham,A
Tottenham,QPR,H
Stoke,Newcastle,A
Arsenal,'West Brom',H
'Aston Villa',Norwich,H
Blackburn,Chelsea,A
Liverpool,Swansea,D
'Man United',Sunderland,H
Newcastle,Everton,H
QPR,'Man City',A
Bolton,Stoke,H
Fulham,Tottenham,A
Wolves,Wigan,H
Everton,Wolves,H
'Man City',Newcastle,H
Norwich,Arsenal,A
Stoke,QPR,A
Sunderland,Fulham,D
Swansea,'Man United',A
'West Brom',Bolton,H
Wigan,Blackburn,D
Chelsea,Liverpool,A
Tottenham,'Aston Villa',H
Arsenal,Fulham,D
Bolton,Everton,A
Chelsea,Wolves,H
'Man United',Newcastle,D
Norwich,QPR,H
Stoke,Blackburn,H
Sunderland,Wigan,A
'West Brom',Tottenham,A
Liverpool,'Man City',D
Swansea,'Aston Villa',D
'Aston Villa','Man United',A
Blackburn,Swansea,H
'Man City',Norwich,H
Newcastle,Chelsea,A
QPR,'West Brom',D
Tottenham,Bolton,H
Wigan,Arsenal,A
Everton,Stoke,A
Wolves,Sunderland,H
Fulham,Liverpool,H
Arsenal,Everton,H
Bolton,'Aston Villa',A
Liverpool,QPR,H
'Man United',Wolves,H
Norwich,Newcastle,H
Swansea,Fulham,H
'West Brom',Wigan,A
Stoke,Tottenham,H
Sunderland,Blackburn,H
Chelsea,'Man City',H
Blackburn,'West Brom',A
Everton,Norwich,D
Fulham,Bolton,H
Newcastle,Swansea,D
Wigan,Chelsea,D
Wolves,Stoke,A
'Aston Villa',Liverpool,A
'Man City',Arsenal,H
QPR,'Man United',A
Tottenham,Sunderland,H
Blackburn,Bolton,A
Wolves,Norwich,D
'Aston Villa',Arsenal,A
Everton,Swansea,H
Fulham,'Man United',A
'Man City',Stoke,H
Newcastle,'West Brom',A
QPR,Sunderland,A
Wigan,Liverpool,D
Tottenham,Chelsea,D
Bolton,Newcastle,A
Chelsea,Fulham,D
Liverpool,Blackburn,D
'Man United',Wigan,H
Stoke,'Aston Villa',D
Sunderland,Everton,D
'West Brom','Man City',D
Arsenal,Wolves,D
Norwich,Tottenham,A
Swansea,QPR,D
Liverpool,Newcastle,H
Arsenal,QPR,H
Bolton,Wolves,D
Chelsea,'Aston Villa',A
'Man United',Blackburn,A
Norwich,Fulham,D
Stoke,Wigan,D
Swansea,Tottenham,D
Sunderland,'Man City',H
'West Brom',Everton,A
'Aston Villa',Swansea,A
Blackburn,Stoke,A
Fulham,Arsenal,H
QPR,Norwich,A
Wolves,Chelsea,A
'Man City',Liverpool,H
Tottenham,'West Brom',H
Wigan,Sunderland,A
Everton,Bolton,A
Newcastle,'Man United',H
Tottenham,Everton,H
'Aston Villa',Everton,D
Blackburn,Fulham,H
Chelsea,Sunderland,H
Liverpool,Stoke,D
'Man United',Bolton,H
Tottenham,Wolves,D
'West Brom',Norwich,A
Newcastle,QPR,H
Swansea,Arsenal,H
Wigan,'Man City',A
Bolton,Liverpool,H
Everton,Blackburn,D
Fulham,Newcastle,H
Norwich,Chelsea,D
QPR,Wigan,H
Stoke,'West Brom',A
Sunderland,Swansea,H
Wolves,'Aston Villa',A
Arsenal,'Man United',A
'Man City',Tottenham,H
Everton,'Man City',H
'Man United',Stoke,H
Swansea,Chelsea,D
Tottenham,Wigan,H
Wolves,Liverpool,A
'Aston Villa',QPR,D
Blackburn,Newcastle,A
Bolton,Arsenal,D
Fulham,'West Brom',D
Sunderland,Norwich,H
Arsenal,Blackburn,H
'Man City',Fulham,H
Norwich,Bolton,H
QPR,Wolves,A
Stoke,Sunderland,A
'West Brom',Swansea,A
Wigan,Everton,D
Chelsea,'Man United',D
Newcastle,'Aston Villa',H
Liverpool,Tottenham,D
Blackburn,QPR,H
Bolton,Wigan,A
Everton,Chelsea,H
Fulham,Stoke,H
'Man United',Liverpool,H
Sunderland,Arsenal,A
Swansea,Norwich,A
Tottenham,Newcastle,H
'Aston Villa','Man City',A
Wolves,'West Brom',A
Chelsea,Bolton,H
'Man City',Blackburn,H
Newcastle,Wolves,D
QPR,Fulham,A
'West Brom',Sunderland,H
Wigan,'Aston Villa',D
Arsenal,Tottenham,H
Norwich,'Man United',A
Stoke,Swansea,H
Blackburn,'Aston Villa',D
Liverpool,Arsenal,A
'Man City',Bolton,H
QPR,Everton,D
Stoke,Norwich,H
'West Brom',Chelsea,H
Wigan,Swansea,A
Fulham,Wolves,H
Newcastle,Sunderland,D
Tottenham,'Man United',A
'Aston Villa',Fulham,H
Bolton,QPR,H
Chelsea,Stoke,H
Everton,Tottenham,H
Sunderland,Liverpool,H
Wolves,Blackburn,A
'Man United','West Brom',H
Norwich,Wigan,D
Swansea,'Man City',H
Arsenal,Newcastle,H
Liverpool,Everton,H
Fulham,Swansea,A
Wigan,'West Brom',D
Newcastle,Norwich,H
Wolves,'Man United',A
Blackburn,Sunderland,H
Everton,Arsenal,A
'Man City',Chelsea,H
QPR,Liverpool,H
Tottenham,Stoke,D
Arsenal,'Aston Villa',H
Bolton,Blackburn,H
Chelsea,Tottenham,D
Liverpool,Wigan,A
Norwich,Wolves,H
Stoke,'Man City',D
Sunderland,QPR,H
Swansea,Everton,A
'West Brom',Newcastle,A
'Man United',Fulham,H
'Aston Villa',Chelsea,A
Everton,'West Brom',H
Fulham,Norwich,H
'Man City',Sunderland,D
QPR,Arsenal,H
Wigan,Stoke,H
Wolves,Bolton,A
Newcastle,Liverpool,H
Tottenham,Swansea,H
Blackburn,'Man United',A
Swansea,Newcastle,A
Bolton,Fulham,A
Chelsea,Wigan,H
Liverpool,'Aston Villa',D
Norwich,Everton,D
Stoke,Wolves,H
Sunderland,Tottenham,D
'West Brom',Blackburn,H
Arsenal,'Man City',H
'Man United',QPR,H
'Aston Villa',Stoke,D
Everton,Sunderland,H
Fulham,Chelsea,D
Newcastle,Bolton,H
Tottenham,Norwich,A
Blackburn,Liverpool,A
'Man City','West Brom',H
QPR,Swansea,H
Wigan,'Man United',H
Wolves,Arsenal,A
Norwich,'Man City',A
Sunderland,Wolves,D
Swansea,Blackburn,H
'West Brom',QPR,H
'Man United','Aston Villa',H
Arsenal,Wigan,A
Arsenal,Chelsea,D
'Aston Villa',Sunderland,D
Blackburn,Norwich,H
Bolton,Swansea,D
Fulham,Wigan,H
Newcastle,Stoke,H
QPR,Tottenham,H
Liverpool,'West Brom',A
'Man United',Everton,D
Wolves,'Man City',A
